candidate,office,district,party,county,precinct,votes,winner
Patrick Morrisey ,U.S. Senate,,,Grant,01 Petersburg Senior Center,247,
Joseph Manchin III,U.S. Senate,,,Grant,01 Petersburg Senior Center,123,
Rusty Hollen ,U.S. Senate,,,Grant,01 Petersburg Senior Center,11,
David B McKinley,U.S. House,1,,Grant,01 Petersburg Senior Center,275,
Kendra Fershee,U.S. House,1,,Grant,01 Petersburg Senior Center,84,
Bill Hamilton,State Senate,11,,Grant,01 Petersburg Senior Center,289,
Lura M Finch,State Senate,11,,Grant,01 Petersburg Senior Center,69,
Dave Sypolt,State Senate,14,,Grant,01 Petersburg Senior Center,,
Stephanie Zucker,State Senate,14,,Grant,01 Petersburg Senior Center,,
John Paul Hott II,House of Delegates,54,,Grant,01 Petersburg Senior Center,337,
Patrick Morrisey ,U.S. Senate,,,Grant,02 Courthouse Courtroom,266,
Joseph Manchin III,U.S. Senate,,,Grant,02 Courthouse Courtroom,167,
Rusty Hollen ,U.S. Senate,,,Grant,02 Courthouse Courtroom,25,
David B McKinley,U.S. House,1,,Grant,02 Courthouse Courtroom,305,
Kendra Fershee,U.S. House,1,,Grant,02 Courthouse Courtroom,113,
Bill Hamilton,State Senate,11,,Grant,02 Courthouse Courtroom,323,
Lura M Finch,State Senate,11,,Grant,02 Courthouse Courtroom,92,
Dave Sypolt,State Senate,14,,Grant,02 Courthouse Courtroom,,
Stephanie Zucker,State Senate,14,,Grant,02 Courthouse Courtroom,,
John Paul Hott II,House of Delegates,54,,Grant,02 Courthouse Courtroom,374,
Patrick Morrisey ,U.S. Senate,,,Grant,04 Dorcas Community Center,249,
Joseph Manchin III,U.S. Senate,,,Grant,04 Dorcas Community Center,52,
Rusty Hollen ,U.S. Senate,,,Grant,04 Dorcas Community Center,9,
David B McKinley,U.S. House,1,,Grant,04 Dorcas Community Center,265,
Kendra Fershee,U.S. House,1,,Grant,04 Dorcas Community Center,30,
Bill Hamilton,State Senate,11,,Grant,04 Dorcas Community Center,272,
Lura M Finch,State Senate,11,,Grant,04 Dorcas Community Center,27,
Dave Sypolt,State Senate,14,,Grant,04 Dorcas Community Center,,
Stephanie Zucker,State Senate,14,,Grant,04 Dorcas Community Center,,
John Paul Hott II,House of Delegates,54,,Grant,04 Dorcas Community Center,257,
Patrick Morrisey ,U.S. Senate,,,Grant,05 Landes Ruritan,87,
Joseph Manchin III,U.S. Senate,,,Grant,05 Landes Ruritan,13,
Rusty Hollen ,U.S. Senate,,,Grant,05 Landes Ruritan,5,
David B McKinley,U.S. House,1,,Grant,05 Landes Ruritan,88,
Kendra Fershee,U.S. House,1,,Grant,05 Landes Ruritan,11,
Bill Hamilton,State Senate,11,,Grant,05 Landes Ruritan,91,
Lura M Finch,State Senate,11,,Grant,05 Landes Ruritan,8,
Dave Sypolt,State Senate,14,,Grant,05 Landes Ruritan,,
Stephanie Zucker,State Senate,14,,Grant,05 Landes Ruritan,,
John Paul Hott II,House of Delegates,54,,Grant,05 Landes Ruritan,98,
Patrick Morrisey ,U.S. Senate,,,Grant,06 Health Department ,248,
Joseph Manchin III,U.S. Senate,,,Grant,06 Health Department ,93,
Rusty Hollen ,U.S. Senate,,,Grant,06 Health Department ,11,
David B McKinley,U.S. House,1,,Grant,06 Health Department ,253,
Kendra Fershee,U.S. House,1,,Grant,06 Health Department ,67,
