year,election,office,party,candidate,county,votes,winner
2000,primary,Auditor,D,"Glen B. Gainer, III",Barbour,"2,107",
2000,primary,Auditor,D,"Glen B. Gainer, III",Berkeley,"4,291",
2000,primary,Auditor,D,"Glen B. Gainer, III",Boone,"5,319",
2000,primary,Auditor,D,"Glen B. Gainer, III",Braxton,"2,959",
2000,primary,Auditor,D,"Glen B. Gainer, III",Brooke,"3,949",
2000,primary,Auditor,D,"Glen B. Gainer, III",Cabell,"8,864",
2000,primary,Auditor,D,"Glen B. Gainer, III",Calhoun,"1,170",
2000,primary,Auditor,D,"Glen B. Gainer, III",Clay,"2,098",
2000,primary,Auditor,D,"Glen B. Gainer, III",Doddridge,461,
2000,primary,Auditor,D,"Glen B. Gainer, III",Fayette,"7,063",
2000,primary,Auditor,D,"Glen B. Gainer, III",Gilmer,"1,650",
2000,primary,Auditor,D,"Glen B. Gainer, III",Grant,260,
2000,primary,Auditor,D,"Glen B. Gainer, III",Greenbrier,"4,675",
2000,primary,Auditor,D,"Glen B. Gainer, III",Hampshire,"1,886",
2000,primary,Auditor,D,"Glen B. Gainer, III",Hancock,"5,489",
2000,primary,Auditor,D,"Glen B. Gainer, III",Hardy,"1,474",
2000,primary,Auditor,D,"Glen B. Gainer, III",Harrison,"11,641",
2000,primary,Auditor,D,"Glen B. Gainer, III",Jackson,"3,401",
2000,primary,Auditor,D,"Glen B. Gainer, III",Jefferson,"2,936",
2000,primary,Auditor,D,"Glen B. Gainer, III",Kanawha,"23,606",
2000,primary,Auditor,D,"Glen B. Gainer, III",Lewis,"1,837",
2000,primary,Auditor,D,"Glen B. Gainer, III",Lincoln,"3,428",
2000,primary,Auditor,D,"Glen B. Gainer, III",Logan,"5,171",
2000,primary,Auditor,D,"Glen B. Gainer, III",Marion,"10,823",
2000,primary,Auditor,D,"Glen B. Gainer, III",Marshall,"4,627",
2000,primary,Auditor,D,"Glen B. Gainer, III",Mason,"4,286",
2000,primary,Auditor,D,"Glen B. Gainer, III",McDowell,"4,214",
2000,primary,Auditor,D,"Glen B. Gainer, III",Mercer,"7,828",
2000,primary,Auditor,D,"Glen B. Gainer, III",Mineral,"2,110",
2000,primary,Auditor,D,"Glen B. Gainer, III",Mingo,"4,685",
2000,primary,Auditor,D,"Glen B. Gainer, III",Monongalia,"7,782",
2000,primary,Auditor,D,"Glen B. Gainer, III",Monroe,"1,902",
2000,primary,Auditor,D,"Glen B. Gainer, III",Morgan,916,
2000,primary,Auditor,D,"Glen B. Gainer, III",Nicholas,"4,191",
2000,primary,Auditor,D,"Glen B. Gainer, III",Ohio,"6,093",
2000,primary,Auditor,D,"Glen B. Gainer, III",Pendleton,"1,074",
2000,primary,Auditor,D,"Glen B. Gainer, III",Pleasants,"1,148",
2000,primary,Auditor,D,"Glen B. Gainer, III",Pocahontas,"1,453",
2000,primary,Auditor,D,"Glen B. Gainer, III",Preston,"2,918",
2000,primary,Auditor,D,"Glen B. Gainer, III",Putnam,"5,456",
2000,primary,Auditor,D,"Glen B. Gainer, III",Raleigh,"8,619",
2000,primary,Auditor,D,"Glen B. Gainer, III",Randolph,"4,661",
2000,primary,Auditor,D,"Glen B. Gainer, III",Ritchie,709,
2000,primary,Auditor,D,"Glen B. Gainer, III",Roane,"1,860",
2000,primary,Auditor,D,"Glen B. Gainer, III",Summers,"2,605",
2000,primary,Auditor,D,"Glen B. Gainer, III",Taylor,"2,382",
2000,primary,Auditor,D,"Glen B. Gainer, III",Tucker,"1,414",
2000,primary,Auditor,D,"Glen B. Gainer, III",Tyler,755,
2000,primary,Auditor,D,"Glen B. Gainer, III",Upshur,"1,712",
2000,primary,Auditor,D,"Glen B. Gainer, III",Wayne,"5,370",
2000,primary,Auditor,D,"Glen B. Gainer, III",Webster,"2,261",
2000,primary,Auditor,D,"Glen B. Gainer, III",Wetzel,"2,919",
2000,primary,Auditor,D,"Glen B. Gainer, III",Wirt,935,
2000,primary,Auditor,D,"Glen B. Gainer, III",Wood,"6,926",
2000,primary,Auditor,D,"Glen B. Gainer, III",Wyoming,"3,859",
2000,primary,Auditor,D,"Glen B. Gainer, III",Totals,"224,228",1
