year,election,office,party,district,candidate,county,votes,winner
2000,primary,House of Delegates,D,1,Joe DeLong,Totals,3150,1
2000,primary,House of Delegates,D,1,Joe DeLong,Brooke,155,
2000,primary,House of Delegates,D,1,Joe DeLong,Hancock,2995,
2000,primary,House of Delegates,D,1,Mike Nixon,Totals,1274,
2000,primary,House of Delegates,D,1,Mike Nixon,Brooke,17,
2000,primary,House of Delegates,D,1,Mike Nixon,Hancock,1257,
2000,primary,House of Delegates,D,1,Tamara Herron Petit,Totals,2480,
2000,primary,House of Delegates,D,1,Tamara Herron Petit,Brooke,139,
2000,primary,House of Delegates,D,1,Tamara Herron Petit,Hancock,2341,
2000,primary,House of Delegates,D,1,Gary Pitcock,Totals,1329,
2000,primary,House of Delegates,D,1,Gary Pitcock,Brooke,156,
2000,primary,House of Delegates,D,1,Gary Pitcock,Hancock,1173,
2000,primary,House of Delegates,D,1,Randy Swartzmiller,Totals,2642,1
2000,primary,House of Delegates,D,1,Randy Swartzmiller,Brooke,94,
2000,primary,House of Delegates,D,1,Randy Swartzmiller,Hancock,2548,
2000,primary,House of Delegates,D,1,Kenneth W. Truax,Totals,2164,
2000,primary,House of Delegates,D,1,Kenneth W. Truax,Brooke,148,
2000,primary,House of Delegates,D,1,Kenneth W. Truax,Hancock,2016,
2000,primary,House of Delegates,R,1,Peggy Miller Bahnsen,Totals,1298,1
2000,primary,House of Delegates,R,1,Peggy Miller Bahnsen,Brooke,88,
2000,primary,House of Delegates,R,1,Peggy Miller Bahnsen,Hancock,1210,
2000,primary,House of Delegates,D,2,Tim Ennis,Totals,3373,1
2000,primary,House of Delegates,D,2,Tim Ennis,Brooke,2610,
2000,primary,House of Delegates,D,2,Tim Ennis,Ohio,763,
2000,primary,House of Delegates,D,2,Roy Givens,Totals,3401,1
2000,primary,House of Delegates,D,2,Roy Givens,Brooke,2489,
2000,primary,House of Delegates,D,2,Roy Givens,Ohio,912,
2000,primary,House of Delegates,D,2,Jack Yost,Totals,2898,
2000,primary,House of Delegates,D,2,Jack Yost,Brooke,2017,
2000,primary,House of Delegates,D,2,Jack Yost,Ohio,881,
2000,primary,House of Delegates,D,3,"Richard ""Rick"" Altman",Totals,2603,1
2000,primary,House of Delegates,D,3,"Richard ""Rick"" Altman",Ohio,2603,
2000,primary,House of Delegates,D,3,"John ""Jack"" Fahey",Totals,4580,1
2000,primary,House of Delegates,D,3,"John ""Jack"" Fahey",Ohio,4580,
2000,primary,House of Delegates,R,3,L. Gil White,Totals,2487,1
2000,primary,House of Delegates,R,3,L. Gil White,Ohio,2487,
2000,primary,House of Delegates,Libertarian,3,Stephen Dajchak,Totals,2,1
2000,primary,House of Delegates,Libertarian,3,Stephen Dajchak,Ohio,2,
2000,primary,House of Delegates,D,4,K. Mark Simms,Totals,1852,
2000,primary,House of Delegates,D,4,K. Mark Simms,Marshall,1827,
2000,primary,House of Delegates,D,4,K. Mark Simms,Ohio,25,
2000,primary,House of Delegates,D,4,Thomas E. Stern,Totals,1027,
2000,primary,House of Delegates,D,4,Thomas E. Stern,Marshall,1021,
2000,primary,House of Delegates,D,4,Thomas E. Stern,Ohio,6,
2000,primary,House of Delegates,D,4,Jerry A. Tighe,Totals,896,
2000,primary,House of Delegates,D,4,Jerry A. Tighe,Marshall,874,
2000,primary,House of Delegates,D,4,Jerry A. Tighe,Ohio,22,
2000,primary,House of Delegates,D,4,Kenneth D. Tucker,Totals,2456,1
2000,primary,House of Delegates,D,4,Kenneth D. Tucker,Marshall,2431,
2000,primary,House of Delegates,D,4,Kenneth D. Tucker,Ohio,25,
2000,primary,House of Delegates,D,4,Scott G. Varner,Totals,3598,1
2000,primary,House of Delegates,D,4,Scott G. Varner,Marshall,3561,
2000,primary,House of Delegates,D,4,Scott G. Varner,Ohio,37,
2000,primary,House of Delegates,R,4,Donald A. Haskins,Totals,2048,1
2000,primary,House of Delegates,R,4,Donald A. Haskins,Marshall,2041,
2000,primary,House of Delegates,R,4,Donald A. Haskins,Ohio,7,
2000,primary,House of Delegates,R,4,Joseph D. Parriott,Totals,1286,1
2000,primary,House of Delegates,R,4,Joseph D. Parriott,Marshall,1281,
2000,primary,House of Delegates,R,4,Joseph D. Parriott,Ohio,5,
2000,primary,House of Delegates,D,5,Dave Pethtel,Totals,3025,1
2000,primary,House of Delegates,D,5,Dave Pethtel,Wetzel,3025,
2000,primary,House of Delegates,R,5,"Charles Clements, Jr.",Totals,778,1
2000,primary,House of Delegates,R,5,"Charles Clements, Jr.",Wetzel,778,
2000,primary,House of Delegates,R,6,Wm. Roger Romine,Totals,1724,1
2000,primary,House of Delegates,R,6,Wm. Roger Romine,Doddridge,873,
2000,primary,House of Delegates,R,6,Wm. Roger Romine,Tyler,833,
2000,primary,House of Delegates,R,6,Wm. Roger Romine,Wetzel,18,
2000,primary,House of Delegates,R,6,James E. Wilson,Totals,1443,
2000,primary,House of Delegates,R,6,James E. Wilson,Doddridge,475,
2000,primary,House of Delegates,R,6,James E. Wilson,Tyler,940,
2000,primary,House of Delegates,R,6,James E. Wilson,Wetzel,28,
2000,primary,House of Delegates,R,7,Otis A. Leggett,Totals,2330,1
2000,primary,House of Delegates,R,7,Otis A. Leggett,Gilmer,51,
2000,primary,House of Delegates,R,7,Otis A. Leggett,Pleasants,720,
2000,primary,House of Delegates,R,7,Otis A. Leggett,Ritchie,1559,
2000,primary,House of Delegates,D,8,Pat Criss,Totals,761,1
2000,primary,House of Delegates,D,8,Pat Criss,Wood,761,
2000,primary,House of Delegates,D,8,Bevin L. Seaman,Totals,664,
2000,primary,House of Delegates,D,8,Bevin L. Seaman,Wood,664,
2000,primary,House of Delegates,R,8,"E. W. ""Bill"" Anderson, Jr.",Totals,1562,1
2000,primary,House of Delegates,R,8,"E. W. ""Bill"" Anderson, Jr.",Wood,1562,
