year,election,office,party,candidate,county,votes,winner
2000,primary,Governor,D,Jim Lees,Barbour,747,
2000,primary,Governor,D,Jim Lees,Berkeley,"1,335",
2000,primary,Governor,D,Jim Lees,Boone,"1,942",
2000,primary,Governor,D,Jim Lees,Braxton,898,
2000,primary,Governor,D,Jim Lees,Brooke,"2,869",
2000,primary,Governor,D,Jim Lees,Cabell,"3,779",
2000,primary,Governor,D,Jim Lees,Calhoun,279,
2000,primary,Governor,D,Jim Lees,Clay,570,
2000,primary,Governor,D,Jim Lees,Doddridge,191,
2000,primary,Governor,D,Jim Lees,Fayette,"3,239",
2000,primary,Governor,D,Jim Lees,Gilmer,568,
2000,primary,Governor,D,Jim Lees,Grant,72,
2000,primary,Governor,D,Jim Lees,Greenbrier,"2,343",
2000,primary,Governor,D,Jim Lees,Hampshire,458,
2000,primary,Governor,D,Jim Lees,Hancock,"3,264",
2000,primary,Governor,D,Jim Lees,Hardy,414,
2000,primary,Governor,D,Jim Lees,Harrison,"6,196",
2000,primary,Governor,D,Jim Lees,Jackson,925,
2000,primary,Governor,D,Jim Lees,Jefferson,978,
2000,primary,Governor,D,Jim Lees,Kanawha,"12,375",
2000,primary,Governor,D,Jim Lees,Lewis,766,
2000,primary,Governor,D,Jim Lees,Lincoln,378,
2000,primary,Governor,D,Jim Lees,Logan,"3,542",
2000,primary,Governor,D,Jim Lees,Marion,"5,141",
2000,primary,Governor,D,Jim Lees,Marshall,"2,600",
2000,primary,Governor,D,Jim Lees,Mason,986,
2000,primary,Governor,D,Jim Lees,McDowell,"1,829",
2000,primary,Governor,D,Jim Lees,Mercer,"4,377",
2000,primary,Governor,D,Jim Lees,Mineral,461,
2000,primary,Governor,D,Jim Lees,Mingo,"3,339",
2000,primary,Governor,D,Jim Lees,Monongalia,"4,064",
2000,primary,Governor,D,Jim Lees,Monroe,719,
2000,primary,Governor,D,Jim Lees,Morgan,219,
2000,primary,Governor,D,Jim Lees,Nicholas,"1,392",
2000,primary,Governor,D,Jim Lees,Ohio,"3,753",
2000,primary,Governor,D,Jim Lees,Pendleton,196,
2000,primary,Governor,D,Jim Lees,Pleasants,480,
2000,primary,Governor,D,Jim Lees,Pocahontas,461,
2000,primary,Governor,D,Jim Lees,Preston,"1,153",
2000,primary,Governor,D,Jim Lees,Putnam,"2,903",
2000,primary,Governor,D,Jim Lees,Raleigh,"4,729",
2000,primary,Governor,D,Jim Lees,Randolph,"1,704",
2000,primary,Governor,D,Jim Lees,Ritchie,220,
2000,primary,Governor,D,Jim Lees,Roane,404,
2000,primary,Governor,D,Jim Lees,Summers,"1,270",
2000,primary,Governor,D,Jim Lees,Taylor,"1,064",
2000,primary,Governor,D,Jim Lees,Tucker,514,
2000,primary,Governor,D,Jim Lees,Tyler,328,
2000,primary,Governor,D,Jim Lees,Upshur,597,
2000,primary,Governor,D,Jim Lees,Wayne,"2,091",
2000,primary,Governor,D,Jim Lees,Webster,836,
2000,primary,Governor,D,Jim Lees,Wetzel,"1,448",
2000,primary,Governor,D,Jim Lees,Wirt,225,
2000,primary,Governor,D,Jim Lees,Wood,"2,361",
2000,primary,Governor,D,Jim Lees,Wyoming,"1,782",
2000,primary,Governor,D,Jim Lees,Totals,"101,774",
2000,primary,Governor,D,Bob Wise,Barbour,"1,673",
2000,primary,Governor,D,Bob Wise,Berkeley,"3,714",
2000,primary,Governor,D,Bob Wise,Boone,"4,462",
2000,primary,Governor,D,Bob Wise,Braxton,"2,877",
2000,primary,Governor,D,Bob Wise,Brooke,"1,506",
2000,primary,Governor,D,Bob Wise,Cabell,"7,625",
2000,primary,Governor,D,Bob Wise,Calhoun,"1,107",
2000,primary,Governor,D,Bob Wise,Clay,"1,913",
2000,primary,Governor,D,Bob Wise,Doddridge,300,
2000,primary,Governor,D,Bob Wise,Fayette,"5,333",
2000,primary,Governor,D,Bob Wise,Gilmer,"1,392",
2000,primary,Governor,D,Bob Wise,Grant,266,
2000,primary,Governor,D,Bob Wise,Greenbrier,"3,181",
2000,primary,Governor,D,Bob Wise,Hampshire,"1,813",
2000,primary,Governor,D,Bob Wise,Hancock,"3,158",
2000,primary,Governor,D,Bob Wise,Hardy,"1,685",
2000,primary,Governor,D,Bob Wise,Harrison,"6,962",
2000,primary,Governor,D,Bob Wise,Jackson,"2,962",
2000,primary,Governor,D,Bob Wise,Jefferson,"2,667",
2000,primary,Governor,D,Bob Wise,Kanawha,"18,370",
2000,primary,Governor,D,Bob Wise,Lewis,"1,368",
2000,primary,Governor,D,Bob Wise,Lincoln,"3,380",
2000,primary,Governor,D,Bob Wise,Logan,"7,007",
2000,primary,Governor,D,Bob Wise,Marion,"7,733",
2000,primary,Governor,D,Bob Wise,Marshall,"2,556",
2000,primary,Governor,D,Bob Wise,Mason,"4,149",
2000,primary,Governor,D,Bob Wise,McDowell,"3,312",
2000,primary,Governor,D,Bob Wise,Mercer,"4,506",
2000,primary,Governor,D,Bob Wise,Mineral,"1,849",
2000,primary,Governor,D,Bob Wise,Mingo,"4,478",
2000,primary,Governor,D,Bob Wise,Monongalia,"5,402",
2000,primary,Governor,D,Bob Wise,Monroe,"1,416",
2000,primary,Governor,D,Bob Wise,Morgan,990,
2000,primary,Governor,D,Bob Wise,Nicholas,"3,604",
2000,primary,Governor,D,Bob Wise,Ohio,"3,358",
2000,primary,Governor,D,Bob Wise,Pendleton,"1,274",
2000,primary,Governor,D,Bob Wise,Pleasants,769,
2000,primary,Governor,D,Bob Wise,Pocahontas,"1,155",
2000,primary,Governor,D,Bob Wise,Preston,"2,102",
2000,primary,Governor,D,Bob Wise,Putnam,"3,831",
2000,primary,Governor,D,Bob Wise,Raleigh,"5,599",
2000,primary,Governor,D,Bob Wise,Randolph,"3,779",
2000,primary,Governor,D,Bob Wise,Ritchie,540,
2000,primary,Governor,D,Bob Wise,Roane,"1,763",
2000,primary,Governor,D,Bob Wise,Summers,"1,818",
2000,primary,Governor,D,Bob Wise,Taylor,"1,606",
2000,primary,Governor,D,Bob Wise,Tucker,"1,145",
2000,primary,Governor,D,Bob Wise,Tyler,445,
2000,primary,Governor,D,Bob Wise,Upshur,"1,315",
2000,primary,Governor,D,Bob Wise,Wayne,"6,430",
2000,primary,Governor,D,Bob Wise,Webster,"1,875",
2000,primary,Governor,D,Bob Wise,Wetzel,"1,913",
2000,primary,Governor,D,Bob Wise,Wirt,885,
2000,primary,Governor,D,Bob Wise,Wood,"4,944",
2000,primary,Governor,D,Bob Wise,Wyoming,"2,940",
2000,primary,Governor,D,Bob Wise,Totals,"174,202",1
2000,primary,Governor,R,Larry Eugene Butcher,Barbour,24,
2000,primary,Governor,R,Larry Eugene Butcher,Berkeley,136,
2000,primary,Governor,R,Larry Eugene Butcher,Boone,26,
2000,primary,Governor,R,Larry Eugene Butcher,Braxton,15,
2000,primary,Governor,R,Larry Eugene Butcher,Brooke,16,
2000,primary,Governor,R,Larry Eugene Butcher,Cabell,105,
2000,primary,Governor,R,Larry Eugene Butcher,Calhoun,10,
2000,primary,Governor,R,Larry Eugene Butcher,Clay,15,
2000,primary,Governor,R,Larry Eugene Butcher,Doddridge,28,
2000,primary,Governor,R,Larry Eugene Butcher,Fayette,37,
2000,primary,Governor,R,Larry Eugene Butcher,Gilmer,28,
2000,primary,Governor,R,Larry Eugene Butcher,Grant,55,
2000,primary,Governor,R,Larry Eugene Butcher,Greenbrier,39,
2000,primary,Governor,R,Larry Eugene Butcher,Hampshire,16,
2000,primary,Governor,R,Larry Eugene Butcher,Hancock,45,
2000,primary,Governor,R,Larry Eugene Butcher,Hardy,12,
2000,primary,Governor,R,Larry Eugene Butcher,Harrison,114,
2000,primary,Governor,R,Larry Eugene Butcher,Jackson,144,
2000,primary,Governor,R,Larry Eugene Butcher,Jefferson,70,
2000,primary,Governor,R,Larry Eugene Butcher,Kanawha,295,
2000,primary,Governor,R,Larry Eugene Butcher,Lewis,27,
2000,primary,Governor,R,Larry Eugene Butcher,Lincoln,17,
2000,primary,Governor,R,Larry Eugene Butcher,Logan,42,
2000,primary,Governor,R,Larry Eugene Butcher,Marion,72,
2000,primary,Governor,R,Larry Eugene Butcher,Marshall,59,
2000,primary,Governor,R,Larry Eugene Butcher,Mason,89,
2000,primary,Governor,R,Larry Eugene Butcher,McDowell,8,
2000,primary,Governor,R,Larry Eugene Butcher,Mercer,45,
2000,primary,Governor,R,Larry Eugene Butcher,Mineral,60,
2000,primary,Governor,R,Larry Eugene Butcher,Mingo,8,
2000,primary,Governor,R,Larry Eugene Butcher,Monongalia,110,
2000,primary,Governor,R,Larry Eugene Butcher,Monroe,21,
2000,primary,Governor,R,Larry Eugene Butcher,Morgan,41,
2000,primary,Governor,R,Larry Eugene Butcher,Nicholas,40,
2000,primary,Governor,R,Larry Eugene Butcher,Ohio,61,
2000,primary,Governor,R,Larry Eugene Butcher,Pendleton,8,
2000,primary,Governor,R,Larry Eugene Butcher,Pleasants,12,
2000,primary,Governor,R,Larry Eugene Butcher,Pocahontas,23,
2000,primary,Governor,R,Larry Eugene Butcher,Preston,83,
2000,primary,Governor,R,Larry Eugene Butcher,Putnam,106,
2000,primary,Governor,R,Larry Eugene Butcher,Raleigh,58,
2000,primary,Governor,R,Larry Eugene Butcher,Randolph,14,
2000,primary,Governor,R,Larry Eugene Butcher,Ritchie,57,
2000,primary,Governor,R,Larry Eugene Butcher,Roane,41,
2000,primary,Governor,R,Larry Eugene Butcher,Summers,11,
2000,primary,Governor,R,Larry Eugene Butcher,Taylor,26,
2000,primary,Governor,R,Larry Eugene Butcher,Tucker,16,
2000,primary,Governor,R,Larry Eugene Butcher,Tyler,24,
2000,primary,Governor,R,Larry Eugene Butcher,Upshur,98,
2000,primary,Governor,R,Larry Eugene Butcher,Wayne,72,
2000,primary,Governor,R,Larry Eugene Butcher,Webster,5,
2000,primary,Governor,R,Larry Eugene Butcher,Wetzel,18,
2000,primary,Governor,R,Larry Eugene Butcher,Wirt,31,
2000,primary,Governor,R,Larry Eugene Butcher,Wood,456,
2000,primary,Governor,R,Larry Eugene Butcher,Wyoming,28,
2000,primary,Governor,R,Larry Eugene Butcher,Totals,"3,117",
2000,primary,Governor,R,Donna H. McCase,Barbour,45,
2000,primary,Governor,R,Donna H. McCase,Berkeley,231,
2000,primary,Governor,R,Donna H. McCase,Boone,21,
2000,primary,Governor,R,Donna H. McCase,Braxton,34,
2000,primary,Governor,R,Donna H. McCase,Brooke,60,
2000,primary,Governor,R,Donna H. McCase,Cabell,237,
2000,primary,Governor,R,Donna H. McCase,Calhoun,12,
2000,primary,Governor,R,Donna H. McCase,Clay,38,
2000,primary,Governor,R,Donna H. McCase,Doddridge,46,
2000,primary,Governor,R,Donna H. McCase,Fayette,77,
2000,primary,Governor,R,Donna H. McCase,Gilmer,21,
2000,primary,Governor,R,Donna H. McCase,Grant,128,
2000,primary,Governor,R,Donna H. McCase,Greenbrier,74,
2000,primary,Governor,R,Donna H. McCase,Hampshire,48,
2000,primary,Governor,R,Donna H. McCase,Hancock,133,
2000,primary,Governor,R,Donna H. McCase,Hardy,13,
2000,primary,Governor,R,Donna H. McCase,Harrison,204,
2000,primary,Governor,R,Donna H. McCase,Jackson,238,
2000,primary,Governor,R,Donna H. McCase,Jefferson,131,
2000,primary,Governor,R,Donna H. McCase,Kanawha,645,
2000,primary,Governor,R,Donna H. McCase,Lewis,60,
2000,primary,Governor,R,Donna H. McCase,Lincoln,20,
2000,primary,Governor,R,Donna H. McCase,Logan,38,
2000,primary,Governor,R,Donna H. McCase,Marion,145,
2000,primary,Governor,R,Donna H. McCase,Marshall,167,
2000,primary,Governor,R,Donna H. McCase,Mason,176,
2000,primary,Governor,R,Donna H. McCase,McDowell,7,
2000,primary,Governor,R,Donna H. McCase,Mercer,103,
2000,primary,Governor,R,Donna H. McCase,Mineral,165,
2000,primary,Governor,R,Donna H. McCase,Mingo,14,
2000,primary,Governor,R,Donna H. McCase,Monongalia,178,
2000,primary,Governor,R,Donna H. McCase,Monroe,36,
2000,primary,Governor,R,Donna H. McCase,Morgan,84,
2000,primary,Governor,R,Donna H. McCase,Nicholas,63,
2000,primary,Governor,R,Donna H. McCase,Ohio,189,
2000,primary,Governor,R,Donna H. McCase,Pendleton,21,
2000,primary,Governor,R,Donna H. McCase,Pleasants,32,
2000,primary,Governor,R,Donna H. McCase,Pocahontas,52,
2000,primary,Governor,R,Donna H. McCase,Preston,170,
2000,primary,Governor,R,Donna H. McCase,Putnam,239,
2000,primary,Governor,R,Donna H. McCase,Raleigh,124,
2000,primary,Governor,R,Donna H. McCase,Randolph,60,
2000,primary,Governor,R,Donna H. McCase,Ritchie,96,
2000,primary,Governor,R,Donna H. McCase,Roane,105,
2000,primary,Governor,R,Donna H. McCase,Summers,31,
2000,primary,Governor,R,Donna H. McCase,Taylor,36,
2000,primary,Governor,R,Donna H. McCase,Tucker,34,
2000,primary,Governor,R,Donna H. McCase,Tyler,61,
2000,primary,Governor,R,Donna H. McCase,Upshur,89,
2000,primary,Governor,R,Donna H. McCase,Wayne,100,
2000,primary,Governor,R,Donna H. McCase,Webster,19,
2000,primary,Governor,R,Donna H. McCase,Wetzel,44,
2000,primary,Governor,R,Donna H. McCase,Wirt,40,
2000,primary,Governor,R,Donna H. McCase,Wood,628,
2000,primary,Governor,R,Donna H. McCase,Wyoming,40,
2000,primary,Governor,R,Donna H. McCase,Totals,"5,902",
2000,primary,Governor,R,Joseph Oliverio,Barbour,230,
2000,primary,Governor,R,Joseph Oliverio,Berkeley,325,
2000,primary,Governor,R,Joseph Oliverio,Boone,60,
2000,primary,Governor,R,Joseph Oliverio,Braxton,77,
2000,primary,Governor,R,Joseph Oliverio,Brooke,62,
