year,election,office,party,candidate,county,votes,winner
1958,primary,Secretary of State,DEM,John Alderson,Barbour,104,
1958,primary,Secretary of State,DEM,John Alderson,Berkeley,986,
1958,primary,Secretary of State,DEM,John Alderson,Boone,663,
1958,primary,Secretary of State,DEM,John Alderson,Braxton,220,
1958,primary,Secretary of State,DEM,John Alderson,Brooke,57,
1958,primary,Secretary of State,DEM,John Alderson,Cabell,2496,
1958,primary,Secretary of State,DEM,John Alderson,Calhoun,393,
1958,primary,Secretary of State,DEM,John Alderson,Clay,116,
1958,primary,Secretary of State,DEM,John Alderson,Doddridge,35,
1958,primary,Secretary of State,DEM,John Alderson,Fayette,416,
1958,primary,Secretary of State,DEM,John Alderson,Gilmer,107,
1958,primary,Secretary of State,DEM,John Alderson,Grant,350,
1958,primary,Secretary of State,DEM,John Alderson,Greenbrier,1702,
1958,primary,Secretary of State,DEM,John Alderson,Hampshire,445,
1958,primary,Secretary of State,DEM,John Alderson,Hancock,73,
1958,primary,Secretary of State,DEM,John Alderson,Hardy,98,
1958,primary,Secretary of State,DEM,John Alderson,Harrison,471,
1958,primary,Secretary of State,DEM,John Alderson,Jackson,116,
1958,primary,Secretary of State,DEM,John Alderson,Jefferson,114,
1958,primary,Secretary of State,DEM,John Alderson,Kanawha,33,
1958,primary,Secretary of State,DEM,John Alderson,Lewis,80,
1958,primary,Secretary of State,DEM,John Alderson,Lincoln,464,
1958,primary,Secretary of State,DEM,John Alderson,Logan,1095,
1958,primary,Secretary of State,DEM,John Alderson,Marion,138,
1958,primary,Secretary of State,DEM,John Alderson,Marshall,76,
1958,primary,Secretary of State,DEM,John Alderson,Mason,396,
1958,primary,Secretary of State,DEM,John Alderson,McDowell,599,
1958,primary,Secretary of State,DEM,John Alderson,Mercer,29394,
1958,primary,Secretary of State,DEM,John Alderson,Mineral,104,
1958,primary,Secretary of State,DEM,John Alderson,Mingo,986,
1958,primary,Secretary of State,DEM,John Alderson,Monongalia,663,
1958,primary,Secretary of State,DEM,John Alderson,Monroe,220,
1958,primary,Secretary of State,DEM,John Alderson,Morgan,57,
1958,primary,Secretary of State,DEM,John Alderson,Nicholas,2496,
1958,primary,Secretary of State,DEM,John Alderson,Ohio,393,
1958,primary,Secretary of State,DEM,John Alderson,Pendleton,116,
1958,primary,Secretary of State,DEM,John Alderson,Pleasants,35,
1958,primary,Secretary of State,DEM,John Alderson,Pocahontas,416,
1958,primary,Secretary of State,DEM,John Alderson,Preston,107,
1958,primary,Secretary of State,DEM,John Alderson,Putnam,350,
1958,primary,Secretary of State,DEM,John Alderson,Raleigh,1702,
1958,primary,Secretary of State,DEM,John Alderson,Randolph,445,
1958,primary,Secretary of State,DEM,John Alderson,Ritchie,73,
1958,primary,Secretary of State,DEM,John Alderson,Roane,98,
1958,primary,Secretary of State,DEM,John Alderson,Summers,471,
1958,primary,Secretary of State,DEM,John Alderson,Taylor,116,
1958,primary,Secretary of State,DEM,John Alderson,Tucker,114,
1958,primary,Secretary of State,DEM,John Alderson,Tyler,33,
1958,primary,Secretary of State,DEM,John Alderson,Upshur,80,
1958,primary,Secretary of State,DEM,John Alderson,Wayne,464,
1958,primary,Secretary of State,DEM,John Alderson,Webster,1095,
1958,primary,Secretary of State,DEM,John Alderson,Wetzel,138,
1958,primary,Secretary of State,DEM,John Alderson,Wirt,76,
1958,primary,Secretary of State,DEM,John Alderson,Wood,396,
1958,primary,Secretary of State,DEM,John Alderson,Wyoming,599,
1958,primary,Secretary of State,DEM,John Alderson,Totals,53080,
1958,primary,Secretary of State,DEM,Robert Alfred,Barbour,113,
1958,primary,Secretary of State,DEM,Robert Alfred,Berkeley,211,
1958,primary,Secretary of State,DEM,Robert Alfred,Boone,528,
1958,primary,Secretary of State,DEM,Robert Alfred,Braxton,93,
1958,primary,Secretary of State,DEM,Robert Alfred,Brooke,20,
1958,primary,Secretary of State,DEM,Robert Alfred,Cabell,98,
1958,primary,Secretary of State,DEM,Robert Alfred,Calhoun,337,
1958,primary,Secretary of State,DEM,Robert Alfred,Clay,71,
1958,primary,Secretary of State,DEM,Robert Alfred,Doddridge,17,
1958,primary,Secretary of State,DEM,Robert Alfred,Fayette,69,
1958,primary,Secretary of State,DEM,Robert Alfred,Gilmer,65,
1958,primary,Secretary of State,DEM,Robert Alfred,Grant,81,
1958,primary,Secretary of State,DEM,Robert Alfred,Greenbrier,571,
1958,primary,Secretary of State,DEM,Robert Alfred,Hampshire,426,
1958,primary,Secretary of State,DEM,Robert Alfred,Hancock,68,
1958,primary,Secretary of State,DEM,Robert Alfred,Hardy,71,
1958,primary,Secretary of State,DEM,Robert Alfred,Harrison,90,
1958,primary,Secretary of State,DEM,Robert Alfred,Jackson,203,
1958,primary,Secretary of State,DEM,Robert Alfred,Jefferson,126,
1958,primary,Secretary of State,DEM,Robert Alfred,Kanawha,48,
1958,primary,Secretary of State,DEM,Robert Alfred,Lewis,400,
1958,primary,Secretary of State,DEM,Robert Alfred,Lincoln,371,
1958,primary,Secretary of State,DEM,Robert Alfred,Logan,150,
1958,primary,Secretary of State,DEM,Robert Alfred,Marion,104,
1958,primary,Secretary of State,DEM,Robert Alfred,Marshall,54,
1958,primary,Secretary of State,DEM,Robert Alfred,Mason,423,
1958,primary,Secretary of State,DEM,Robert Alfred,McDowell,379,
1958,primary,Secretary of State,DEM,Robert Alfred,Mercer,16713,
1958,primary,Secretary of State,DEM,Robert Alfred,Mineral,113,
1958,primary,Secretary of State,DEM,Robert Alfred,Mingo,211,
1958,primary,Secretary of State,DEM,Robert Alfred,Monongalia,528,
1958,primary,Secretary of State,DEM,Robert Alfred,Monroe,93,
1958,primary,Secretary of State,DEM,Robert Alfred,Morgan,20,
1958,primary,Secretary of State,DEM,Robert Alfred,Nicholas,98,
1958,primary,Secretary of State,DEM,Robert Alfred,Ohio,337,
1958,primary,Secretary of State,DEM,Robert Alfred,Pendleton,71,
1958,primary,Secretary of State,DEM,Robert Alfred,Pleasants,17,
1958,primary,Secretary of State,DEM,Robert Alfred,Pocahontas,69,
1958,primary,Secretary of State,DEM,Robert Alfred,Preston,65,
1958,primary,Secretary of State,DEM,Robert Alfred,Putnam,81,
1958,primary,Secretary of State,DEM,Robert Alfred,Raleigh,571,
1958,primary,Secretary of State,DEM,Robert Alfred,Randolph,426,
1958,primary,Secretary of State,DEM,Robert Alfred,Ritchie,68,
1958,primary,Secretary of State,DEM,Robert Alfred,Roane,71,
1958,primary,Secretary of State,DEM,Robert Alfred,Summers,90,
1958,primary,Secretary of State,DEM,Robert Alfred,Taylor,203,
1958,primary,Secretary of State,DEM,Robert Alfred,Tucker,126,
1958,primary,Secretary of State,DEM,Robert Alfred,Tyler,48,
1958,primary,Secretary of State,DEM,Robert Alfred,Upshur,400,
1958,primary,Secretary of State,DEM,Robert Alfred,Wayne,371,
1958,primary,Secretary of State,DEM,Robert Alfred,Webster,150,
1958,primary,Secretary of State,DEM,Robert Alfred,Wetzel,104,
1958,primary,Secretary of State,DEM,Robert Alfred,Wirt,54,
1958,primary,Secretary of State,DEM,Robert Alfred,Wood,423,
1958,primary,Secretary of State,DEM,Robert Alfred,Wyoming,379,
1958,primary,Secretary of State,DEM,Robert Alfred,Totals,27087,
1958,primary,Secretary of State,DEM,George Baker,Barbour,230,
1958,primary,Secretary of State,DEM,George Baker,Berkeley,517,
1958,primary,Secretary of State,DEM,George Baker,Boone,1859,
1958,primary,Secretary of State,DEM,George Baker,Braxton,112,
1958,primary,Secretary of State,DEM,George Baker,Brooke,51,
1958,primary,Secretary of State,DEM,George Baker,Cabell,113,
1958,primary,Secretary of State,DEM,George Baker,Calhoun,543,
1958,primary,Secretary of State,DEM,George Baker,Clay,128,
1958,primary,Secretary of State,DEM,George Baker,Doddridge,29,
1958,primary,Secretary of State,DEM,George Baker,Fayette,65,
1958,primary,Secretary of State,DEM,George Baker,Gilmer,386,
1958,primary,Secretary of State,DEM,George Baker,Grant,70,
1958,primary,Secretary of State,DEM,George Baker,Greenbrier,651,
1958,primary,Secretary of State,DEM,George Baker,Hampshire,733,
1958,primary,Secretary of State,DEM,George Baker,Hancock,100,
1958,primary,Secretary of State,DEM,George Baker,Hardy,67,
1958,primary,Secretary of State,DEM,George Baker,Harrison,147,
1958,primary,Secretary of State,DEM,George Baker,Jackson,468,
1958,primary,Secretary of State,DEM,George Baker,Jefferson,324,
1958,primary,Secretary of State,DEM,George Baker,Kanawha,63,
1958,primary,Secretary of State,DEM,George Baker,Lewis,109,
1958,primary,Secretary of State,DEM,George Baker,Lincoln,613,
1958,primary,Secretary of State,DEM,George Baker,Logan,211,
1958,primary,Secretary of State,DEM,George Baker,Marion,238,
1958,primary,Secretary of State,DEM,George Baker,Marshall,68,
1958,primary,Secretary of State,DEM,George Baker,Mason,499,
1958,primary,Secretary of State,DEM,George Baker,McDowell,429,
1958,primary,Secretary of State,DEM,George Baker,Mercer,24484,
1958,primary,Secretary of State,DEM,George Baker,Mineral,230,
1958,primary,Secretary of State,DEM,George Baker,Mingo,517,
1958,primary,Secretary of State,DEM,George Baker,Monongalia,1859,
1958,primary,Secretary of State,DEM,George Baker,Monroe,112,
1958,primary,Secretary of State,DEM,George Baker,Morgan,51,
1958,primary,Secretary of State,DEM,George Baker,Nicholas,113,
1958,primary,Secretary of State,DEM,George Baker,Ohio,543,
1958,primary,Secretary of State,DEM,George Baker,Pendleton,128,
1958,primary,Secretary of State,DEM,George Baker,Pleasants,29,
1958,primary,Secretary of State,DEM,George Baker,Pocahontas,65,
1958,primary,Secretary of State,DEM,George Baker,Preston,386,
1958,primary,Secretary of State,DEM,George Baker,Putnam,70,
