year,election,office,party,district,candidate,county,votes,winner
1958,primary,U.S. House,DEM,1,Robert H. Mollohan,Brooke,1842,
1958,primary,U.S. House,DEM,1,Robert H. Mollohan,Hancock,3247,
1958,primary,U.S. House,DEM,1,Robert H. Mollohan,Marion,6925,
1958,primary,U.S. House,DEM,1,Robert H. Mollohan,Marshall,1335,
1958,primary,U.S. House,DEM,1,Robert H. Mollohan,Ohio,3337,
1958,primary,U.S. House,DEM,1,Robert H. Mollohan,Taylor,1117,
1958,primary,U.S. House,DEM,1,Robert H. Mollohan,Wetzel,1275,
1958,primary,U.S. House,DEM,1,Robert H. Mollohan,Totals,19078,TRUE
1958,primary,U.S. House,DEM,1,Joseph Arcuri,Brooke,258,
1958,primary,U.S. House,DEM,1,Joseph Arcuri,Hancock,387,
1958,primary,U.S. House,DEM,1,Joseph Arcuri,Marion,776,
1958,primary,U.S. House,DEM,1,Joseph Arcuri,Marshall,63,
1958,primary,U.S. House,DEM,1,Joseph Arcuri,Ohio,166,
1958,primary,U.S. House,DEM,1,Joseph Arcuri,Taylor,43,
1958,primary,U.S. House,DEM,1,Joseph Arcuri,Wetzel,64,
1958,primary,U.S. House,DEM,1,Joseph Arcuri,Totals,1757,
1958,primary,U.S. House,DEM,1,William G. Meyer,Brooke,473,
1958,primary,U.S. House,DEM,1,William G. Meyer,Hancock,613,
1958,primary,U.S. House,DEM,1,William G. Meyer,Marion,3269,
1958,primary,U.S. House,DEM,1,William G. Meyer,Marshall,177,
1958,primary,U.S. House,DEM,1,William G. Meyer,Ohio,451,
1958,primary,U.S. House,DEM,1,William G. Meyer,Taylor,269,
1958,primary,U.S. House,DEM,1,William G. Meyer,Wetzel,223,
1958,primary,U.S. House,DEM,1,William G. Meyer,Totals,5475,
1958,primary,U.S. House,REP,1,"Arch A. Moore, Jr.",Brooke,835,
1958,primary,U.S. House,REP,1,"Arch A. Moore, Jr.",Hancock,1533,
1958,primary,U.S. House,REP,1,"Arch A. Moore, Jr.",Marion,4048,
1958,primary,U.S. House,REP,1,"Arch A. Moore, Jr.",Marshall,2001,
1958,primary,U.S. House,REP,1,"Arch A. Moore, Jr.",Ohio,3825,
