candidate,office,district,party,county,precinct,votes
Bill Maloney,Governor,,R,Mercer,Precinct 1,0
Ralph William Clark,Governor,,R,Mercer,Precinct 1,0
Larry V. Faircloth,Governor,,R,Mercer,Precinct 1,0
Mark A. Sorsaia,Governor,,R,Mercer,Precinct 1,0
Clark Barnes,Governor,,R,Mercer,Precinct 1,0
Cliff Ellis,Governor,,R,Mercer,Precinct 1,0
Betty Ireland,Governor,,R,Mercer,Precinct 1,4
Mitch B. Carmichael,Governor,,R,Mercer,Precinct 1,1
Earl Ray Tomblin,Governor,,D,Mercer,Precinct 1,4
Jeffrey V. Kessler,Governor,,D,Mercer,Precinct 1,0
John D. Perdue,Governor,,D,Mercer,Precinct 1,4
Rick Thompson,Governor,,D,Mercer,Precinct 1,12
Arne Moltis,Governor,,D,Mercer,Precinct 1,0
Natalie E. Tennant,Governor,,D,Mercer,Precinct 1,2
Bill Maloney,Governor,,R,Mercer,Precinct 2,1
Ralph William Clark,Governor,,R,Mercer,Precinct 2,0
Larry V. Faircloth,Governor,,R,Mercer,Precinct 2,0
Mark A. Sorsaia,Governor,,R,Mercer,Precinct 2,0
Clark Barnes,Governor,,R,Mercer,Precinct 2,4
Cliff Ellis,Governor,,R,Mercer,Precinct 2,0
Betty Ireland,Governor,,R,Mercer,Precinct 2,5
Mitch B. Carmichael,Governor,,R,Mercer,Precinct 2,1
Earl Ray Tomblin,Governor,,D,Mercer,Precinct 2,27
Jeffrey V. Kessler,Governor,,D,Mercer,Precinct 2,0
John D. Perdue,Governor,,D,Mercer,Precinct 2,8
Rick Thompson,Governor,,D,Mercer,Precinct 2,24
Arne Moltis,Governor,,D,Mercer,Precinct 2,1
Natalie E. Tennant,Governor,,D,Mercer,Precinct 2,1
Bill Maloney,Governor,,R,Mercer,Precinct 3,8
Ralph William Clark,Governor,,R,Mercer,Precinct 3,1
Larry V. Faircloth,Governor,,R,Mercer,Precinct 3,0
Mark A. Sorsaia,Governor,,R,Mercer,Precinct 3,1
Clark Barnes,Governor,,R,Mercer,Precinct 3,0
Cliff Ellis,Governor,,R,Mercer,Precinct 3,0
Betty Ireland,Governor,,R,Mercer,Precinct 3,10
