candidate,office,district,party,county,precinct,votes
Bill Maloney,Governor,,,Webster,Precinct 2,42
Earl Ray Tomblin,Governor,,,Webster,Precinct 2,75
Bob Henry Baber,Governor,,,Webster,Precinct 2,9
Marla Dee Ingels,Governor,,,Webster,Precinct 2,1
Harry V. Bertram,Governor,,,Webster,Precinct 2,0
"John R. ""Rick"" Bartlett",Governor (Write-In),,,Webster,Precinct 2,0
Phil Hudok,Governor (Write-In),,,Webster,Precinct 2,0
Donald Lee Underwood,Governor (Write-In),,,Webster,Precinct 2,0
Bill Maloney,Governor,,,Webster,Precinct 3,45
Earl Ray Tomblin,Governor,,,Webster,Precinct 3,82
Bob Henry Baber,Governor,,,Webster,Precinct 3,0
Marla Dee Ingels,Governor,,,Webster,Precinct 3,0
Harry V. Bertram,Governor,,,Webster,Precinct 3,2
"John R. ""Rick"" Bartlett",Governor (Write-In),,,Webster,Precinct 3,0
Phil Hudok,Governor (Write-In),,,Webster,Precinct 3,0
Donald Lee Underwood,Governor (Write-In),,,Webster,Precinct 3,0
Bill Maloney,Governor,,,Webster,Precinct 4,26
Earl Ray Tomblin,Governor,,,Webster,Precinct 4,97
Bob Henry Baber,Governor,,,Webster,Precinct 4,5
Marla Dee Ingels,Governor,,,Webster,Precinct 4,2
Harry V. Bertram,Governor,,,Webster,Precinct 4,0
"John R. ""Rick"" Bartlett",Governor (Write-In),,,Webster,Precinct 4,0
Phil Hudok,Governor (Write-In),,,Webster,Precinct 4,0
Donald Lee Underwood,Governor (Write-In),,,Webster,Precinct 4,0
Bill Maloney,Governor,,,Webster,Precinct 5,26
Earl Ray Tomblin,Governor,,,Webster,Precinct 5,51
Bob Henry Baber,Governor,,,Webster,Precinct 5,4
Marla Dee Ingels,Governor,,,Webster,Precinct 5,1
Harry V. Bertram,Governor,,,Webster,Precinct 5,1
"John R. ""Rick"" Bartlett",Governor (Write-In),,,Webster,Precinct 5,0
Phil Hudok,Governor (Write-In),,,Webster,Precinct 5,0
Donald Lee Underwood,Governor (Write-In),,,Webster,Precinct 5,0
Bill Maloney,Governor,,,Webster,Precinct 8,43
Earl Ray Tomblin,Governor,,,Webster,Precinct 8,106
