year,election,office,district,party,candidate,county,votes,winner
1950,primary,U.S. House,1,DEM,J. Patrick Beacom,Totals,7733,
1950,primary,U.S. House,1,DEM,J. Patrick Beacom,Brooke,487,
1950,primary,U.S. House,1,DEM,J. Patrick Beacom,Hancock,701,
1950,primary,U.S. House,1,DEM,J. Patrick Beacom,Marion,4079,
1950,primary,U.S. House,1,DEM,J. Patrick Beacom,Marshall,443,
1950,primary,U.S. House,1,DEM,J. Patrick Beacom,Ohio,1006,
1950,primary,U.S. House,1,DEM,J. Patrick Beacom,Taylor,270,
1950,primary,U.S. House,1,DEM,J. Patrick Beacom,Wetzel,747,
1950,primary,U.S. House,1,DEM,Robert L. Ramsay,Totals,14984,TRUE
1950,primary,U.S. House,1,DEM,Robert L. Ramsay,Brooke,1719,
1950,primary,U.S. House,1,DEM,Robert L. Ramsay,Hancock,2291,
1950,primary,U.S. House,1,DEM,Robert L. Ramsay,Marion,4334,
1950,primary,U.S. House,1,DEM,Robert L. Ramsay,Marshall,1391,
1950,primary,U.S. House,1,DEM,Robert L. Ramsay,Ohio,3188,
1950,primary,U.S. House,1,DEM,Robert L. Ramsay,Taylor,813,
1950,primary,U.S. House,1,DEM,Robert L. Ramsay,Wetzel,1248,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Totals,20838,TRUE
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Barbour,1478,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Berkeley,1252,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Grant,180,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Hampshire,762,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Hardy,1406,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Jefferson,1776,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Mineral,1193,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Monongalia,2882,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Morgan,588,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Pendleton,1079,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Pocahontas,663,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Preston,744,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Randolph,3549,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Tucker,1258,
1950,primary,U.S. House,2,DEM,Harley O. Staggers,Webster,2028,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Totals,24002,TRUE
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Braxton,2294,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Calhoun,1222,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Clay,1341,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Doddridge,328,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Fayette,6687,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Gilmer,1517,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Harrison,6021,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Lewis,1358,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Nicholas,2249,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Ritchie,394,
1950,primary,U.S. House,3,DEM,Cleveland M. Bailey,Upshur,591,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Totals,3119,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Braxton,275,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Calhoun,196,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Clay,115,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Doddridge,36,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Fayette,804,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Gilmer,214,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Harrison,734,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Lewis,337,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Nicholas,233,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Ritchie,45,
1950,primary,U.S. House,3,DEM,Samuel X.S. Curia,Upshur,130,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Totals,26829,TRUE
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Cabell,11737,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Jackson,1151,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Lincoln,2238,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Mason,957,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Pleasants,346,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Putnam,1436,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Roane,938,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Tyler,325,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Wayne,3330,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Wirt,644,
1950,primary,U.S. House,4,DEM,M.G. “Burnie” Burnside,Wood,3727,
1950,primary,U.S. House,5,DEM,John Kee,Totals,34821,TRUE
1950,primary,U.S. House,5,DEM,John Kee,Greenbrier,2959,
1950,primary,U.S. House,5,DEM,John Kee,Mercer,6053,
1950,primary,U.S. House,5,DEM,John Kee,Mingo,6657,
1950,primary,U.S. House,5,DEM,John Kee,Monroe,721,
1950,primary,U.S. House,5,DEM,John Kee,McDowell,12740,
1950,primary,U.S. House,5,DEM,John Kee,Summers,2225,
1950,primary,U.S. House,5,DEM,John Kee,Wyoming,3466,
1950,primary,U.S. House,6,DEM,Dr. E.H. Hedrick,Totals,37700,TRUE
1950,primary,U.S. House,6,DEM,Dr. E.H. Hedrick,Boone,2870,
1950,primary,U.S. House,6,DEM,Dr. E.H. Hedrick,Kanawha,16271,
1950,primary,U.S. House,6,DEM,Dr. E.H. Hedrick,Logan,9240,
1950,primary,U.S. House,6,DEM,Dr. E.H. Hedrick,Raleigh,9319,
1950,primary,U.S. House,1,REP,D. Paul Camilletti,Totals,5648,
1950,primary,U.S. House,1,REP,D. Paul Camilletti,Brooke,850,
1950,primary,U.S. House,1,REP,D. Paul Camilletti,Hancock,534,
1950,primary,U.S. House,1,REP,D. Paul Camilletti,Marion,299,
1950,primary,U.S. House,1,REP,D. Paul Camilletti,Marshall,737,
1950,primary,U.S. House,1,REP,D. Paul Camilletti,Ohio,2968,
1950,primary,U.S. House,1,REP,D. Paul Camilletti,Taylor,64,
1950,primary,U.S. House,1,REP,D. Paul Camilletti,Wetzel,196,
1950,primary,U.S. House,1,REP,Francis J. Love,Totals,10096,TRUE
1950,primary,U.S. House,1,REP,Francis J. Love,Brooke,1018,
1950,primary,U.S. House,1,REP,Francis J. Love,Hancock,1127,
1950,primary,U.S. House,1,REP,Francis J. Love,Marion,684,
1950,primary,U.S. House,1,REP,Francis J. Love,Marshall,1505,
1950,primary,U.S. House,1,REP,Francis J. Love,Ohio,4817,
1950,primary,U.S. House,1,REP,Francis J. Love,Taylor,541,
1950,primary,U.S. House,1,REP,Francis J. Love,Wetzel,404,
1950,primary,U.S. House,1,REP,M. Earle Morgan,Totals,6237,
1950,primary,U.S. House,1,REP,M. Earle Morgan,Brooke,159,
1950,primary,U.S. House,1,REP,M. Earle Morgan,Hancock,240,
1950,primary,U.S. House,1,REP,M. Earle Morgan,Marion,4054,
1950,primary,U.S. House,1,REP,M. Earle Morgan,Marshall,844,
1950,primary,U.S. House,1,REP,M. Earle Morgan,Ohio,260,
1950,primary,U.S. House,1,REP,M. Earle Morgan,Taylor,454,
1950,primary,U.S. House,1,REP,M. Earle Morgan,Wetzel,226,
1950,primary,U.S. House,1,REP,Joseph J. Walker,Totals,1129,
1950,primary,U.S. House,1,REP,Joseph J. Walker,Brooke,119,
1950,primary,U.S. House,1,REP,Joseph J. Walker,Hancock,185,
1950,primary,U.S. House,1,REP,Joseph J. Walker,Marion,134,
1950,primary,U.S. House,1,REP,Joseph J. Walker,Marshall,370,
1950,primary,U.S. House,1,REP,Joseph J. Walker,Ohio,166,
1950,primary,U.S. House,1,REP,Joseph J. Walker,Taylor,92,
1950,primary,U.S. House,1,REP,Joseph J. Walker,Wetzel,63,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Totals,1126,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Barbour,132,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Berkeley,130,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Grant,89,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Hampshire,11,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Hardy,15,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Jefferson,34,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Mineral,142,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Monongalia,158,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Morgan,58,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Pendleton,15,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Pocahontas,38,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Preston,116,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Randolph,63,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Tucker,69,
1950,primary,U.S. House,2,REP,Nicholas M. Homes,Webster,56,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Totals,5901,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Barbour,496,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Berkeley,204,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Grant,663,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Hampshire,18,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Hardy,72,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Jefferson,49,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Mineral,529,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Monongalia,1813,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Morgan,483,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Pendleton,72,
1950,primary,U.S. House,2,REP,Kermit R. Mason,Pocahontas,60,
